N,D,bonus,condition,seed,update,eat0,eat1,selectivity,zaps,ret
12,100,4,none,0,141,61.625,77.984375,0.0,58.5,1.2167657613754272
12,100,4,none,0,142,63.62109375,78.16796875,0.0,57.70703125,1.0203465223312378
12,100,4,none,0,143,62.41015625,79.35546875,0.0,57.984375,1.1550796031951904
12,100,4,none,0,144,63.09765625,77.82421875,0.0,58.140625,0.9244480133056641
12,100,4,none,0,145,61.859375,79.03125,0.0,58.46875,1.3085625171661377
12,100,4,none,0,146,61.921875,78.34765625,0.0,58.0625,1.189584732055664
12,100,4,none,0,147,61.99609375,78.56640625,0.0,58.4140625,1.3378920555114746
12,100,4,none,0,148,61.4140625,79.15625,0.0,57.9765625,1.1444350481033325
12,100,4,none,0,149,61.41015625,79.3515625,0.0,58.45703125,1.3845393657684326
12,100,4,none,0,150,61.93359375,78.62890625,0.0,58.171875,1.2886083126068115
12,100,4,none,0,151,60.859375,78.9765625,0.0,58.14453125,1.331218957901001
12,100,4,none,0,152,62.5390625,78.11328125,0.0,58.1171875,1.225261926651001
12,100,4,none,0,153,62.671875,78.72265625,0.0,58.18359375,1.214031457901001
12,100,4,none,0,154,60.91796875,78.7890625,0.0,58.24609375,1.420313835144043
12,100,4,none,0,155,61.671875,79.8515625,0.0,58.44921875,1.2809910774230957
12,100,4,none,0,156,61.23046875,79.41015625,0.0,58.328125,1.355633020401001
12,100,4,none,0,157,61.25390625,78.1953125,0.0,59.04296875,1.2260432243347168
12,100,4,none,0,158,61.828125,78.94921875,0.0,58.15625,1.1062514781951904
12,100,4,none,0,159,61.671875,78.5859375,0.0,58.4140625,1.1851904392242432
12,100,4,none,0,160,62.26953125,79.94140625,0.0,57.984375,1.3526380062103271
12,100,4,none,0,161,61.87109375,78.45703125,0.0,58.328125,1.1110038757324219
12,100,4,none,0,162,61.30859375,78.296875,0.0,58.7109375,1.3279962539672852
12,100,4,none,0,163,61.44921875,79.41015625,0.0,58.7578125,1.3519871234893799
12,100,4,none,0,164,62.1171875,79.41796875,0.0,58.19140625,1.3182306289672852
12,100,4,none,0,165,61.7578125,78.6171875,0.0,58.47265625,1.2515637874603271
12,100,4,none,0,166,61.5390625,78.4765625,0.0,58.453125,1.1928725242614746
12,100,4,none,0,167,62.38671875,79.06640625,0.0,58.48046875,1.3118505477905273
